GME,Two analysts have increased their earnings estimates for the current year. The stock is currently a Rank #1 in the industry,POSITIVE,0.9938066005706787,https://finance.yahoo.com/news/bull-day-gamestop-gme-120000551.html
GME,Rating upgrade primarily reflects upward trend in earnings estimates.,POSITIVE,0.7805719971656799,https://finance.yahoo.com/news/gamestop-gme-upgraded-strong-buy-170006515.html
GME,"Revenue falls 9.1% year-on-year, while non-commerce sales rise.",NEGATIVE,0.9731772541999817,https://finance.yahoo.com/news/gamestop-nyse-gme-misses-q3-211648468.html
GME,"SG&A expenses reduced to 27.5% of net sales, down from 32.7% in Q3 2022.",NEGATIVE,0.9990413784980774,https://finance.yahoo.com/news/gamestop-corp-gme-reports-narrowed-224622965.html
GME,Check out our latest analysis for GameStop What is GME undervalued?,NEGATIVE,0.9908208250999451,https://finance.yahoo.com/news/unveiling-gamestop-gme-value-really-155119864.html
GME,Three gaming stocks to sell in February while you still can.,POSITIVE,0.8924435377120972,https://finance.yahoo.com/news/3-sorry-gaming-stocks-sell-171540757.html
GME,GF Value Line suggests that the stock is significantly undervalued.,NEGATIVE,0.9977561831474304,https://finance.yahoo.com/news/gamestop-gme-true-worth-really-163851598.html
GME,Higher inflationary pressures on consumers’ spending have weighed on the company. Soft sales weighed on the company’s results,NEGATIVE,0.9859585165977478,https://finance.yahoo.com/news/gamestop-gme-posts-breakeven-earnings-202700458.html
GME,Relative Strength Index (RSI) reading for GME is 29.62.,NEGATIVE,0.8664731383323669,https://finance.yahoo.com/news/down-19-41-4-weeks-133506409.html
GME,Your information may be shared with third parties.,NEGATIVE,0.9903545379638672,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BGME%26tbm%3Dnws%26pccc%3D1
GME,Retail - Consumer Electronics industry is seeing solid earnings estimate revision activity.,POSITIVE,0.9991598129272461,https://finance.yahoo.com/news/gamestop-gme-strong-industry-solid-134000154.html
